ObjectID,Latitude,Longitude,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4,cat_hex,an_hex,diamond_hex
375,-27.43083997,151.2683461,23.0,25.0,125.0,0.9,395.0,8.7,73.0,13.0,#6aff87,#ff652f,#d4ff7f
376,-27.19341675,151.3169249,108.0,104.0,890.0,3.7,565.0,21.0,1400.0,147.0,#48ff57,#5aff38,#5cdbff
377,-27.22768913,151.2453315,35.0,45.0,664.0,4.3,399.0,10.0,947.0,66.0,#25ff33,#59ff2f,#47ffed
378,-27.22773469,151.2467409,506.0,597.0,2750.0,7.5,224.0,1.1,6200.0,520.0,#6cff8f,#10ff19,#2a5aff
379,-27.277455199999995,151.3430174,67.0,125.0,918.0,3.5,515.0,7.3,1380.0,254.0,#3bff5c,#57ff47,#52d4ff
380,-27.278183600000002,151.3427597,43.0,54.0,683.0,4.8,350.0,10.0,1050.0,85.0,#2cff3b,#4bff2e,#44f6ff
381,-27.19055167,151.275578,32.0,56.0,530.0,3.6,330.0,9.2,790.0,68.0,#31ff4a,#5aff34,#53f7ff
382,-27.191074600000004,151.27497019999998,60.0,75.0,560.0,4.0,430.0,8.0,870.0,115.0,#47ff5f,#69ff42,#65e2ff
383,-27.160415500000003,151.15727900000002,20.5,15.5,57.0,1.6,155.0,0.6,76.0,3.9,#9effad,#ffe23b,#f7ffea
384,-28.14666289,151.878122,51.4,26.7,53.6,1.5,364.1,1.6,35.6,0.6,#fff6ef,#ff3c1a,#ffaf54
385,-28.15421363,151.8766905,56.9,33.7,64.4,1.3,390.0,1.9,64.4,0.7,#fffffc,#ff5e25,#ffab72
386,-28.16330747,151.87509680000002,29.0,16.0,57.0,1.6,245.0,1.9,38.0,9.3,#bdffb6,#ff5a2f,#fff682
387,-28.1383656,151.87959180000001,41.0,30.0,170.0,1.6,365.0,3.1,195.0,9.2,#75ff7e,#ffee3b,#caffc3
388,-28.21460488,152.0468103,471.0,279.0,753.5,5.7,643.7,4.1,2336.0,93.8,#d7ffd5,#3bff20,#6e51ff
389,-27.43282588,151.4029678,120.0,290.0,1700.0,3.5,365.0,8.8,3100.0,710.0,#3eff6d,#2eff41,#3093ff
390,-27.53056396,151.50367590000002,604.0,577.7,3647.0,15.7,308.2,2.0,7400.0,933.3,#5eff71,#16ff24,#2973ff
391,-27.17047715,151.149574,17.5,11.5,125.0,2.1,325.0,3.3,64.0,12.0,#45ff47,#ff6c32,#b0ff69
392,-27.16974859,151.1495182,19.0,13.0,85.0,1.3,245.0,3.3,47.0,4.3,#6bff70,#ff692c,#cfff7b
393,-27.16863576,151.151592,20.5,16.0,50.0,1.5,145.0,0.2,79.0,4.3,#aeffc0,#fff43c,#fff8fb
394,-27.17323694,151.1581085,25.0,19.0,58.0,1.6,220.0,1.7,49.0,4.2,#b3ffc4,#ff782f,#fff599
395,-27.18397278,151.1605384,24.5,20.5,89.0,1.8,215.0,2.1,125.0,3.8,#86ff99,#fffc3a,#dbffdc
396,-27.179085200000003,151.1573954,25.0,20.0,65.0,1.8,183.0,0.1,95.0,4.0,#a8ffbb,#ffec3b,#fffef5
397,-27.18186564,151.15734530000003,16.0,13.0,69.0,1.4,210.0,0.1,45.0,6.5,#75ff83,#ff7633,#d8ff8e
398,-27.18365638,151.15022240000002,21.0,14.0,109.0,1.5,333.0,0.8,33.0,7.1,#5dff61,#ff3d20,#c5ff54
399,-27.18705386,151.1518164,15.0,11.0,133.0,1.3,365.0,3.0,28.0,13.1,#3bff40,#ff3221,#acff41
400,-27.19271558,151.1479302,25.0,17.5,150.0,1.9,400.0,11.0,74.0,31.0,#53ff59,#ff6941,#bcff77
401,-27.20619488,151.176094,55.0,43.0,316.0,2.2,441.0,0.8,391.0,20.0,#5bff65,#bcff3b,#9effd9
402,-27.23036132,151.19831619999997,15.0,13.0,222.0,1.5,407.0,2.3,148.0,16.5,#27ff2e,#ffb33d,#7dff5b
403,-27.25426102,151.2009176,11.5,8.4,185.0,1.3,415.0,8.6,84.0,4.9,#21ff24,#ff6d2b,#8cff43
404,-27.24586969,151.20779419999997,9.6,9.5,255.0,1.3,570.0,12.5,83.0,45.5,#17ff1d,#ff593e,#82ff37
405,-27.36222783,151.424021,63.0,74.0,560.0,3.3,366.0,10.0,923.0,86.0,#48ff5f,#57ff35,#5cd4ff
406,-27.39019062,151.4102939,32.0,70.0,560.0,2.0,750.0,16.0,500.0,245.0,#33ff54,#f2ff94,#7effac
407,-27.54392383,151.2772228,27.0,16.5,95.0,1.3,205.0,1.1,115.0,17.0,#7cff7d,#fff74a,#ccffd2
408,-27.49149805,151.3931941,28.5,30.0,375.0,4.6,465.0,7.1,460.0,2.0,#30ff3c,#b1ff35,#6bffa5
409,-27.55369359,151.3438729,35.0,26.0,83.0,1.4,336.0,5.8,53.0,9.3,#b0ffbf,#ff592a,#fff97e
410,-27.75658969,151.46131469999997,44.0,29.0,105.0,2.3,415.0,5.3,87.0,5.3,#aaffb0,#ff712c,#feff90
411,-27.89313574,151.5605392,21.1,17.2,193.8,2.5,328.8,7.2,170.0,10.9,#3cff44,#ffe43d,#87ff7d
412,-27.82735024,151.4495238,36.4,22.8,62.3,1.6,274.1,2.0,63.8,4.0,#cfffd1,#ff7d2f,#ffdd9a
413,-27.84107019,151.48998740000002,47.9,31.7,98.7,1.3,452.3,7.0,55.9,5.5,#bcffc3,#ff4821,#fff068
414,-27.82506983,151.4764063,29.3,31.7,128.4,1.8,464.5,4.9,62.8,7.2,#7cff9e,#ff4e24,#e3ff6c
415,-27.80242939,151.45569419999998,35.2,33.2,99.9,1.6,420.4,3.5,62.5,4.3,#a3ffc4,#ff5525,#fffd75
416,-27.8277661,151.4117119,36.8,20.5,107.4,1.5,371.6,3.2,66.0,9.3,#90ff8b,#ff632c,#e6ff83
417,-27.80834964,151.42890590000002,74.0,34.0,113.0,2.3,531.0,2.0,88.0,1.7,#dcffc4,#ff5f26,#ffe27b
418,-27.78953529,151.4131356,33.1,29.8,111.0,2.7,392.9,3.3,83.2,3.8,#91ffaa,#ff732c,#efff8f
419,-27.80190631,151.4943845,37.0,35.0,133.0,2.7,466.0,3.4,93.0,6.2,#8bffa7,#ff6e2c,#ecff8a
420,-28.18011692,151.9590398,53.0,33.0,38.0,0.7,299.0,1.0,70.0,1.0,#fcc7ff,#ff7f2d,#ff7089
421,-28.17350456,151.95072539999998,19.0,18.0,128.0,0.9,380.0,2.8,62.0,1.0,#55ff66,#ff5d25,#c1ff66
422,-28.13316193,151.8320009,37.5,22.5,51.0,1.4,295.0,3.7,37.5,4.6,#e9ffe8,#ff4a22,#ffc569
423,-28.13176846,151.8227811,35.0,22.0,84.0,2.0,300.0,1.9,70.0,2.9,#a7ffa9,#ff7d2e,#fbff9a
424,-28.09042118,151.79496469999998,87.0,59.0,143.0,1.7,539.0,0.6,127.0,140.0,#d8ffe2,#ff9387,#ffc8d1
425,-28.09023643,151.79781699999998,39.5,23.5,58.0,2.1,285.0,2.8,55.0,3.9,#dfffdd,#ff6a2b,#ffce87
426,-28.09272888,151.80318909999997,47.5,28.0,53.0,1.3,290.0,1.2,80.0,3.7,#fffefc,#ff9032,#ff9a96
427,-27.78331062,151.4591429,35.0,31.0,87.0,1.4,361.0,5.7,64.0,4.0,#afffcd,#ff6228,#fff382
428,-27.81712706,151.4708044,38.3,33.1,115.0,1.6,458.0,3.6,68.2,7.2,#9bffb3,#ff5526,#f7ff76
429,-27.549109700000002,151.422073,204.0,375.0,1410.0,5.0,286.0,2.4,2920.0,766.0,#61ff9f,#2dff47,#325bff
430,-27.63015385,151.40246509999997,42.0,29.0,96.0,2.0,368.0,5.9,76.0,4.9,#b1ffbb,#ff6f2c,#fff98f
431,-27.557582300000004,151.371928,32.0,25.0,90.0,1.6,363.0,6.9,41.0,7.2,#9fffb0,#ff4221,#f7ff64
432,-27.39021568,151.307192,41.0,38.0,157.0,3.0,425.0,7.8,145.0,24.0,#85ff9e,#ffa741,#e7ffbf
433,-27.39563756,151.47136940000001,20.0,61.0,513.0,1.5,872.0,21.0,280.0,281.0,#2bff4f,#ffb19d,#7fff77
434,-27.28619489,151.1833168,22.0,17.0,209.0,1.3,422.0,8.0,132.0,32.0,#39ff3f,#ff9d47,#98ff70
435,-27.54397218,151.28942890000002,20.8,55.2,114.2,1.2,502.3,11.5,70.5,2.0,#69fff0,#ff4f21,#fff46d
436,-27.5181374,151.43137119999997,444.0,857.0,4010.0,8.5,219.0,1.5,8170.0,1790.0,#52ff86,#1cff3a,#2868ff
437,-26.771965,150.94601630000003,93.4,102.0,902.9,4.4,412.7,5.4,1523.0,123.0,#41ff53,#3eff2a,#47c8ff
438,-26.892636600000003,151.0856099,69.0,63.0,659.0,4.3,377.0,8.3,1030.0,72.0,#3dff49,#4fff2d,#52e4ff
439,-27.56883483,151.3298039,41.0,27.0,84.0,1.3,400.0,4.7,38.0,8.0,#bcffc2,#ff3a1e,#fff05d
440,-27.61897813,151.293858,35.0,16.0,87.0,2.0,340.0,0.8,55.0,5.0,#a0ff8f,#ff5d28,#ebff7b
441,-27.60032476,151.2663324,18.0,9.0,94.0,1.0,254.0,1.2,60.0,10.0,#58ff51,#ff7f37,#b9ff7d
442,-27.56731155,151.368667,37.0,27.0,100.0,1.7,380.0,4.3,50.0,11.0,#a1ffad,#ff4d28,#f8ff72
443,-27.03942447,151.230456,26.0,30.0,213.0,2.0,469.0,2.2,190.0,11.0,#4dff64,#ffc33a,#afff94
444,-27.40071658,151.5405825,170.0,164.0,334.0,2.0,394.0,1.3,975.0,40.0,#c4fff5,#51ff27,#8865ff
445,-27.85362779,151.3965461,48.0,31.0,109.0,1.5,365.0,0.6,120.0,9.0,#afffb4,#ffa638,#fffbc2
446,-27.60028207,151.30415580000002,50.0,24.0,77.0,1.2,372.0,1.9,50.0,5.0,#dbffc7,#ff4f23,#ffe16f
447,-27.63553248,151.25204140000002,18.0,9.0,82.0,2.0,245.0,2.3,45.0,5.0,#63ff5b,#ff662c,#c3ff72
448,-27.04337312,151.4612656,67.0,58.0,130.0,0.3,330.0,3.3,300.0,10.0,#c8ffeb,#bbff38,#d9baff
449,-27.38999219,151.45794530000003,25.0,52.0,440.0,2.0,729.0,3.4,405.0,104.0,#32ff51,#fff65f,#7dff89
450,-26.74830561,150.8260186,50.0,150.0,1300.0,3.7,350.0,7.7,2190.0,124.0,#2aff4d,#27ff1c,#32c6ff
451,-27.84403134,151.6202092,44.0,76.0,424.0,4.0,587.0,2.3,580.0,105.0,#4cff75,#b0ff56,#95fff0
452,-27.70341484,151.4363724,32.0,31.0,151.0,3.0,422.0,3.5,140.0,10.0,#72ff8a,#ffa637,#d8ffad
453,-27.54348793,151.3272026,38.0,28.0,83.0,1.5,408.0,2.1,41.0,15.0,#b9ffc8,#ff3f26,#fff167
454,-26.74340865,150.8843569,72.0,116.0,1000.0,4.0,521.0,0.0,1630.0,95.0,#37ff52,#43ff27,#4bd9ff
455,-27.66204314,151.34498280000003,45.0,29.0,105.0,3.0,362.0,2.0,110.0,0.0,#abffaf,#ff9c32,#ffffb2
456,-27.72995632,151.41585690000002,25.0,27.0,76.0,1.8,277.0,4.4,60.0,0.0,#9dffca,#ff752b,#fffc8f
457,-26.94357953,151.11837319999998,44.0,33.0,338.0,4.0,421.0,1.0,430.0,60.0,#44ff4b,#aaff4b,#7effd1
458,-27.15058769,151.06276019999999,180.0,146.0,596.0,3.0,390.0,0.0,1380.0,160.0,#90ffa2,#41ff32,#5268ff
459,-27.55434771,151.3760104,39.0,28.0,91.0,2.0,406.0,1.3,55.0,10.0,#b0ffbd,#ff5027,#fff974
460,-27.20276221,151.13894919999998,37.0,59.0,390.0,1.6,530.0,7.4,420.0,130.0,#45ff67,#d5ff73,#91ffce
461,-27.44248225,151.3188504,35.0,33.0,117.0,1.8,454.0,1.5,62.0,35.0,#93ffb0,#ff573d,#f2ff86
462,-27.611193100000005,151.3966503,40.0,25.0,96.0,1.8,394.0,1.3,70.0,7.0,#a7ffa9,#ff642b,#fbff86
463,-27.88810559,151.5833035,46.0,30.0,82.0,1.2,342.0,0.5,105.0,5.0,#ccffd2,#ff9e35,#ffdcb4
464,-27.48195239,151.3364756,41.0,32.0,95.0,2.0,430.0,1.7,65.0,16.0,#b4ffc7,#ff582e,#fff380
465,-27.60087026,151.3778217,40.5,25.5,82.0,1.5,365.0,4.2,63.0,6.2,#bbffbe,#ff6029,#fff182
466,-27.24220312,151.2211738,59.0,72.0,650.0,3.2,435.0,10.5,920.0,140.0,#3dff51,#68ff47,#5cefff
467,-27.54994806,151.32753300000002,38.0,28.0,84.0,1.5,406.0,1.0,43.0,12.0,#b8ffc7,#ff4124,#fff267
468,-27.185331400000003,151.1414701,20.0,14.2,136.0,1.2,404.0,2.0,45.0,16.1,#4bff50,#ff452a,#b7ff57
469,-27.69140349,151.4118856,52.0,30.0,100.0,2.0,430.0,1.4,89.0,5.0,#c0ffbc,#ff722c,#fff091
470,-26.84866199,150.9955698,94.0,76.0,760.0,4.0,402.0,0.0,1250.0,121.0,#44ff4c,#47ff30,#4ccfff
471,-27.66008177,151.4016503,47.5,28.0,86.0,1.7,380.0,3.9,80.0,4.5,#c7ffc5,#ff722c,#ffe891
472,-27.74719585,151.42186740000002,48.0,29.0,78.0,3.6,355.0,1.6,70.0,5.0,#d2ffd1,#ff6d2c,#ffdb8c
473,-27.29091686,151.1872059,21.0,15.0,170.0,1.3,405.0,4.8,95.0,20.0,#40ff45,#ff7d3a,#a8ff6d
474,-27.27951428,151.1013812,143.8,101.3,796.9,1.1,771.9,5.6,1217.0,160.7,#5aff60,#7cff46,#7ae4ff
475,-27.26024726,151.20525969999997,32.0,26.0,325.0,1.0,424.0,5.1,338.0,55.0,#37ff3e,#d0ff50,#74ffa2
476,-27.81023213,151.4334044,76.0,33.0,102.0,2.0,501.0,1.8,90.0,3.0,#ebffcb,#ff6528,#ffd481
477,-27.19550382,151.1695929,36.0,28.0,126.0,1.9,301.0,0.6,136.0,22.0,#88ff96,#ffd548,#e3ffd7
478,-27.17566938,151.15883159999998,27.0,23.0,53.0,1.7,201.0,0.1,80.0,4.8,#c6ffe5,#ffc23a,#ffcdcb
479,-27.53980461,151.36470569999997,39.0,28.0,89.0,1.9,400.0,1.8,46.0,8.0,#b3ffbf,#ff4522,#fff768
480,-27.73296207,151.40865290000002,86.0,35.0,88.0,2.0,450.0,3.0,120.0,4.9,#fff3d4,#ff8c31,#ffa998
481,-28.15005709,151.8195624,88.0,51.0,370.0,2.2,448.0,1.8,580.0,11.0,#6bff69,#8cff31,#94ebff
482,-28.1992663,151.9655544,46.0,34.0,45.0,2.0,325.0,2.9,66.0,2.0,#e8dcff,#ff6f2a,#ff8176
483,-28.20193278,151.99633290000003,105.0,65.0,52.0,3.6,285.0,1.2,285.0,6.0,#fca3ff,#acff36,#d362ff
484,-27.95782561,151.70971819999997,10.0,10.0,526.0,4.0,578.0,3.5,540.0,25.0,#0cff0f,#b6ff3a,#35ff69
485,-28.34236612,152.2633227,62.0,26.0,44.0,1.0,329.0,1.1,57.0,5.0,#ffcbd3,#ff6229,#ff7c6d
486,-28.27686433,152.08741669999998,455.0,310.0,610.0,6.0,66.0,0.2,2550.0,25.0,#eefffa,#06ff04,#5326ff
487,-28.20341934,152.02111330000002,70.0,51.0,98.0,3.0,350.0,1.9,192.0,5.0,#e7fffb,#fff43a,#ffbcfa
488,-28.33957759,152.2741359,16.0,14.0,230.0,2.0,444.0,7.4,135.0,10.0,#28ff2f,#ff9835,#89ff58
489,-28.34271256,152.2497405,52.0,28.0,41.0,2.0,310.0,2.3,43.0,4.3,#ffdbf2,#ff5124,#ff8462
490,-28.0896013,151.7871856,70.0,34.0,68.0,4.0,308.0,1.4,150.0,0.0,#fff0e8,#ffe138,#ffacea
491,-28.22779613,152.0578206,108.7,62.6,61.1,3.5,478.8,9.1,175.7,4.0,#ffb3f8,#ffb136,#ff72c8
492,-28.13912788,151.8663033,36.0,21.0,153.0,4.0,440.0,2.5,100.0,10.0,#69ff68,#ff7a31,#ccff87
493,-28.06770827,151.78069019999998,91.0,64.0,165.0,3.0,237.0,0.6,390.0,32.0,#cdffda,#73ff38,#9e84ff
494,-28.07181552,151.785425,136.0,83.0,207.0,1.5,423.0,1.7,567.0,34.0,#ddffdd,#87ff37,#b593ff
495,-28.09424014,151.7866434,112.0,98.0,332.0,5.0,450.0,3.7,660.0,22.0,#9dffb6,#7eff31,#979eff
496,-27.60171565,151.39631200000002,39.0,27.0,95.0,1.8,400.0,1.8,56.0,5.0,#aaffb3,#ff5224,#ffff72
497,-27.13212074,151.08895149999998,43.0,45.0,316.0,2.0,376.0,1.0,440.0,62.0,#52ff66,#99ff4b,#88fff8
498,-27.49693509,151.32954719999998,37.0,28.0,81.0,1.8,365.0,1.4,50.0,14.0,#b9ffcb,#ff522d,#ffef7a
499,-27.51175952,151.3665676,41.0,31.0,125.0,2.5,463.0,2.5,90.0,25.0,#95ffa3,#ff6e39,#efff96
500,-27.52565295,151.3454517,36.5,28.0,87.0,1.4,390.0,6.2,41.0,12.5,#b1ffc2,#ff4024,#fff766
501,-27.52445167,151.3645706,40.0,33.0,105.0,1.7,410.0,11.5,85.0,19.0,#a8ffbf,#ff6e36,#fffd97
502,-27.53364436,151.3212577,38.0,29.0,88.0,1.3,416.0,1.0,48.0,18.0,#b4ffc5,#ff482c,#fff472
503,-27.53489574,151.3186041,42.0,27.0,87.0,1.3,423.0,1.0,40.0,20.0,#baffbe,#ff3e2a,#fff268
504,-27.68249922,151.29479709999998,29.0,15.0,94.0,2.0,210.0,0.8,110.0,5.0,#84ff7b,#ffec3b,#d1ffca
505,-27.55395146,151.3576812,40.0,27.0,76.0,2.5,385.0,1.7,46.0,7.0,#c5ffce,#ff4722,#ffe76a
506,-27.8715559,151.4784033,40.0,24.0,46.0,2.6,259.0,2.9,54.0,4.1,#fbfffa,#ff712d,#ffaa86
507,-27.51418844,151.3414789,38.0,27.0,88.0,1.5,400.0,1.9,42.0,14.0,#b1ffbd,#ff4126,#fff969
508,-27.816511300000002,151.4505565,58.0,30.5,100.0,1.6,475.0,5.7,71.0,5.0,#ceffc2,#ff5525,#ffe975
509,-27.55131496,151.2367905,30.0,14.0,145.0,1.3,390.0,1.4,97.0,15.0,#5eff54,#ff8437,#bcff83
510,-27.70421558,151.413448,53.0,28.0,90.0,2.0,425.0,1.1,80.0,5.0,#cfffc4,#ff692a,#ffe788
511,-27.38020271,151.30073430000002,37.0,46.0,235.0,2.5,455.0,2.4,270.0,63.0,#61ff82,#fdff5c,#b8ffcb
512,-27.15760463,151.1723997,78.0,86.0,724.0,4.0,355.0,2.1,1200.0,132.0,#44ff57,#44ff32,#4ac6ff
513,-27.71372402,151.3056631,28.0,14.0,82.0,1.5,215.0,0.3,99.0,7.0,#8fff84,#ffd83d,#dfffcf
514,-27.62258221,151.35359540000002,37.0,24.0,105.0,1.5,337.0,1.9,80.0,13.0,#96ff9a,#ff7f37,#eeffa1
515,-27.51010095,151.27728069999998,27.0,19.0,120.0,1.0,400.0,1.9,55.0,13.0,#6dff74,#ff512a,#d0ff6d
516,-27.62345663,151.3488054,45.0,30.0,92.0,1.5,383.0,0.5,70.0,10.0,#bdffc4,#ff672e,#ffef8b
517,-27.16999364,151.1510259,18.0,14.0,100.0,1.5,243.0,0.3,70.0,6.2,#5dff67,#ff9636,#c3ff90
518,-27.6785936,151.3154499,31.0,16.0,80.0,1.7,267.0,0.7,74.0,0.0,#9dff93,#ff9230,#edffa6
519,-27.58021465,151.4445436,92.0,110.0,634.0,7.0,573.0,0.0,1040.0,160.0,#5aff77,#70ff49,#72caff
520,-27.65569898,151.35310230000002,50.0,29.0,91.0,1.5,335.0,1.0,120.0,5.0,#c7ffc3,#ffb237,#ffe6c6
521,-27.25367672,151.08214089999998,204.0,92.0,592.0,2.0,567.0,0.0,1150.0,140.0,#90ff7f,#65ff3f,#739dff
522,-27.6964793,151.41497919999998,53.0,30.0,99.0,2.0,420.0,1.4,100.0,6.0,#c3ffbe,#ff8030,#ffee9e
523,-27.42081801,151.3221461,35.0,45.0,235.0,1.0,450.0,3.0,255.0,60.0,#5eff80,#fff95b,#b6ffc3
524,-28.33654477,152.2740654,90.0,54.0,178.0,1.0,725.0,3.2,180.0,10.0,#bdffbc,#ff8430,#fff0a2
525,-28.33499975,152.2692649,77.0,46.0,150.0,1.2,555.0,2.7,150.0,23.0,#bfffbd,#ff8d3a,#ffeeb1
526,-28.33199266,152.2704503,91.0,74.0,296.0,1.0,513.0,2.4,450.0,63.0,#92ffa4,#bfff4c,#c2d9ff
527,-27.91658635,151.6198421,42.0,31.0,73.0,1.3,377.0,3.3,55.0,5.0,#d3ffe4,#ff5425,#ffd573
528,-27.9130863,151.626436,46.0,26.0,85.0,1.8,366.0,0.5,81.0,8.0,#c5ffbf,#ff7830,#ffed9a
529,-28.24395029,152.0767868,23.0,12.0,122.0,1.0,327.0,3.9,66.0,2.0,#57ff52,#ff6e2a,#bcff6e
530,-28.17793819,151.94511809999997,20.0,13.0,55.0,0.7,190.0,1.4,37.0,5.0,#9aff9e,#ff6b2f,#f1ff8e
531,-28.24030084,152.08288530000002,75.0,47.0,51.0,1.0,495.0,3.0,60.0,5.0,#fbc1ff,#ff4820,#ff6a52
532,-27.90883902,151.58407350000002,32.0,21.0,65.0,1.0,280.0,0.5,63.0,5.0,#bdffc3,#ff7a30,#ffef9a
533,-27.44338301,151.32774719999998,24.0,29.0,235.0,2.0,456.0,3.4,170.0,45.0,#43ff59,#ffb852,#a1ff88
534,-27.53520353,151.2664144,34.0,18.0,96.0,1.5,365.0,0.9,54.0,8.0,#93ff8b,#ff5628,#e6ff76
535,-27.390886699999996,151.40686090000003,20.0,68.0,580.0,3.0,691.0,4.8,540.0,285.0,#29ff4d,#daffa0,#6fffb8
536,-27.60020973,151.25182769999998,21.0,10.0,93.0,1.5,265.0,0.8,54.0,8.9,#65ff5c,#ff7132,#c4ff7d
537,-27.54198918,151.3840294,22.0,23.0,98.0,2.5,314.0,1.4,70.0,6.0,#79ff98,#ff7930,#e0ff92
538,-27.52989954,151.23220680000003,47.0,23.0,165.0,2.0,485.0,1.7,125.0,19.0,#7cff71,#ff8838,#d4ff9a
539,-27.1398066,151.0938724,40.0,39.0,286.0,2.0,348.0,47.0,385.0,58.0,#52ff63,#bfff4e,#94ffd6
540,-27.7514708,151.35192949999998,39.0,22.0,114.0,1.8,302.0,1.3,145.0,1.0,#8fff8b,#ffde38,#e5ffd5
541,-27.74529227,151.3436116,37.0,22.0,114.0,1.5,285.0,1.0,150.0,1.0,#8aff89,#ffee38,#e0ffd7
542,-27.55782082,151.30955790000002,36.0,24.0,105.0,1.0,415.0,1.7,52.0,8.0,#95ff9b,#ff4a24,#edff6b
543,-27.49248519,151.2700612,24.0,20.0,121.0,0.8,406.0,1.7,54.0,12.0,#68ff77,#ff4f29,#ceff69
544,-27.61580118,151.2834197,29.0,14.0,94.0,1.3,295.0,1.3,64.0,2.0,#84ff78,#ff762c,#d9ff89
545,-27.55939853,151.30508490000003,29.0,20.0,100.0,0.9,375.0,6.5,54.0,4.0,#85ff8c,#ff5224,#e1ff6d
546,-27.51758229,151.3891495,43.0,40.0,160.0,4.3,490.0,0.9,150.0,35.0,#87ffa1,#ff9e47,#e9ffbd
547,-27.86977666,151.5004722,46.0,36.0,92.0,2.5,346.0,0.7,125.0,10.0,#c4ffd9,#ffb33a,#ffdcc7
548,-27.17008367,151.2755364,18.0,20.0,240.0,1.0,400.0,6.8,225.0,29.0,#31ff3f,#fff446,#70ff73
549,-27.78212838,151.41159040000002,56.0,28.0,98.0,2.5,462.0,1.2,74.0,3.0,#cbffbc,#ff5c26,#ffee7a
550,-28.35002318,152.1474231,112.3,39.0,46.1,1.3,402.3,1.1,123.2,16.6,#ff99b9,#ff9d3b,#ff69bf
551,-28.21195555,152.0204197,52.4,18.2,70.7,3.1,37.5,0.1,242.2,0.9,#e7ffb1,#22ff10,#543cff
552,-27.92224304,151.64542769999997,47.0,31.0,69.0,0.5,365.0,0.9,66.0,6.8,#e4ffec,#ff662b,#ffc483
553,-28.3371977,152.2603375,32.0,30.0,385.0,2.0,475.0,3.3,425.0,75.0,#32ff3c,#beff54,#6cffab
554,-27.77401769,151.3882916,57.0,27.5,92.0,2.3,405.0,6.8,87.0,2.0,#d5ffc2,#ff732b,#ffe68f
555,-27.61990793,151.2875861,30.0,13.0,95.0,1.3,280.0,1.0,75.0,2.0,#85ff74,#ff8d31,#d8ff99
556,-27.64678016,151.3059471,31.0,15.0,87.0,1.5,305.0,1.1,58.0,8.3,#93ff86,#ff6a2f,#e4ff89
557,-27.25769317,151.0107634,165.0,115.0,760.0,7.5,215.0,0.0,1620.0,50.0,#69ff6f,#1eff13,#377bff
558,-27.5922283,151.290998,23.0,13.0,107.0,1.0,278.0,7.1,80.0,10.0,#62ff5f,#ff9038,#c4ff90
559,-27.516035100000003,151.4046863,13.0,13.0,122.0,2.5,302.0,1.0,40.0,28.0,#40ff4f,#ff5742,#afff63
560,-27.503053700000002,151.3042274,42.0,32.0,92.0,1.4,430.0,2.4,54.0,27.0,#baffcc,#ff5035,#ffee7d
561,-27.09613244,151.0479793,22.0,18.0,220.0,1.0,415.0,2.2,180.0,37.0,#38ff3f,#ffce4e,#85ff76
